week,post_date,platform,genre,issue_no,title,url,views_48h,views_total,completion_rate,avg_watch_sec,saves,shares,comments,likes,profile_visits,follows_gained,hypothesis,result_note
2026-W33,2026-08-11,youtube_shorts,meme,,一重論争に覇王が乱入して論点消滅 #Shorts,https://www.youtube.com/shorts/OiP3jZAtwB0,,1162,,,,,1,4,,,,
2026-W33,2026-08-11,youtube_shorts,heisei,,だんご3兄弟が1999年の年間1位という事件 #Shorts,https://www.youtube.com/shorts/cZNSiyIVcYI,,1134,,,,,0,6,,,,
2026-W33,2026-08-12,youtube_shorts,showa,,本田宗一郎のマン島TT宣言 1954年の無茶 #Shorts,https://www.youtube.com/shorts/qmo-ABsi20M,,1413,,,,,0,2,,,,
2026-W33,2026-08-12,youtube_shorts,heisei,,1985年生まれ位が書き直した7桁の番号 #Shorts,https://www.youtube.com/shorts/SIhhMvZdcxE,,1568,,,,,0,3,,,,
2026-W33,2026-08-12,youtube_shorts,heisei,,1985年生まれ位が最初に差し替えた平成の機械 #Shorts,https://www.youtube.com/shorts/nXs4XPFp9lk,,1062,,,,,0,1,,,,
2026-W33,2026-08-12,youtube_shorts,showa,,シャープを作った男が、全部手放した日 #Shorts,https://www.youtube.com/shorts/9FDNuIdK8_s,,319,,,,,0,1,,,,
2026-W33,2026-08-13,youtube_shorts,heisei,,1985年生まれ位が23時まで待った理由 #Shorts,https://www.youtube.com/shorts/AXqyyvDIVXs,,1257,,,,,0,4,,,,
2026-W33,2026-08-13,youtube_shorts,showa,,創業3年目、社員11人の要求書を自宅で三日三晩 #Shorts,https://www.youtube.com/shorts/8kho74QIh1s,,1351,,,,,0,1,,,,
2026-W33,2026-08-13,youtube_shorts,heisei,,1985年生まれ位がレジで傾けた500円玉 #Shorts,https://www.youtube.com/shorts/vavbMd21mO0,,352,,,,,0,0,,,,
2026-W33,2026-08-13,youtube_shorts,showa,,豊田喜一郎、覚書を破り自ら辞めた話 #Shorts,https://www.youtube.com/shorts/i8H2BiKxrD0,,363,,,,,0,1,,,,
2026-W33,2026-08-14,youtube_shorts,heisei,,1985年生まれ位が初めて改札にかざした日 #Shorts,https://www.youtube.com/shorts/ea1XkMkg1CI,,1811,,,,,0,3,,,,
2026-W33,2026-08-14,youtube_shorts,showa,,電力の鬼・松永安左ェ門 76％値上げの啖呵 #Shorts,https://www.youtube.com/shorts/ImOaUTrNNyA,,1648,,,,,0,1,,,,
2026-W33,2026-08-14,youtube_shorts,showa,,昭和31年、民間120人が国鉄民営化を叫んだ #Shorts,https://www.youtube.com/shorts/CnoUbTVyW_I,,1486,,,,,0,10,,,,
2026-W33,2026-08-14,youtube_shorts,heisei,,1983年生まれ位が覚えてる1円玉だらけの年 #Shorts,https://www.youtube.com/shorts/qQWcMedS6CA,,0,,,,,0,0,,,,
2026-W33,2026-08-15,youtube_shorts,showa,,1955年 SONYマーク第一号 TR-55 #Shorts,https://www.youtube.com/shorts/EZZMw5-gzzk,1306,1306,,,,,0,4,,,,
2026-W33,2026-08-15,youtube_shorts,heisei,,1988年生まれ位が覚えてる番号が増えた夜 #Shorts,https://www.youtube.com/shorts/q3nwoUYT1_U,2551,2551,,,,,0,4,,,,
2026-W33,2026-08-15,youtube_shorts,heisei,,1985年生まれ位が並んだ夏の日本一決定戦 #Shorts,https://www.youtube.com/shorts/UjgA-H3wGHE,0,0,,,,,0,0,,,,
2026-W33,2026-08-15,youtube_shorts,showa,,真珠王・御木本幸吉、真珠を焼く #Shorts,https://www.youtube.com/shorts/-q49PCAEcv8,1013,1013,,,,,0,1,,,,
2026-W33,2026-08-16,youtube_shorts,showa,,会社の目的、一番上が『愉快』だった話 #Shorts,https://www.youtube.com/shorts/VZpEmbHPv8s,0,0,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,heisei,,1980年生まれ位が体で覚えてる1月15日 #Shorts,https://www.youtube.com/shorts/8U455W6-e-g,0,0,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,heisei,,1988年生まれ位が公衆電話まで走った話 #Shorts,https://www.youtube.com/shorts/QeRs0clup2A,0,0,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,heisei,,1985年生まれ位しか知らない0990の請求 #Shorts,https://www.youtube.com/shorts/wo18ykO6v48,0,0,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,showa,,すぐやる課を作った薬屋の市長 #Shorts,https://www.youtube.com/shorts/JjWWsSABaZI,0,0,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,meme,,【自滅の予感】自分で自分を出禁にした男の末路 #Shorts,https://www.youtube.com/shorts/USty8yd3LAY,0,0,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,heisei,,1988年生まれ位が握ってたピッチの終わり方 #Shorts,https://www.youtube.com/shorts/TxSk76TtFbY,0,0,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,showa,,"特許料を社員6,000人に配った昭和6年の社長 #Shorts",https://www.youtube.com/shorts/ZTgCZSS01bY,749,768,,,,,0,5,,,,
2026-W33,2026-08-16,youtube_shorts,heisei,,1995年生まれ位が実力だと信じた虫のじゃんけん #Shorts,https://www.youtube.com/shorts/Yc83lgov1no,947,947,,,,,0,3,,,,
2026-W33,2026-08-16,youtube_shorts,meme,,【厨二の孤独】必殺の名乗りが晩飯の話で流される #Shorts,https://www.youtube.com/shorts/bjNYJdvwzuY,0,0,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,showa,,昭和4年、10万ポンドの契約が値切られた日 #Shorts,https://www.youtube.com/shorts/4PrNsnMV7Z0,298,321,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,heisei,,1985年生まれ位が今も新しい方と呼ぶ場所 #Shorts,https://www.youtube.com/shorts/BHSCNZE_rvQ,0,0,,,,,0,0,,,,
2026-W33,2026-08-16,youtube_shorts,meme,,【致命の誤字】かんじきんしスレで大切さを語り損なう #Shorts,https://www.youtube.com/shorts/geCaXK-pZOw,346,365,,,,,0,0,,,,
